,Unnamed: 0.1,link,country,news_outlet,title,date,text
388,388,https://elmundo.hn/ronald-quintero-el-primer-hondureno-en-llegar-a-la-cima-del-monte-everest/,honduras,elmundo,Ronald Quintero el primer hondureño en llegar a la cima del Monte Everest,2022-05-12,"Tegucigalpa. – El hondureño, Ronald Quintero, se convirtió este miércoles en un orgullo para todos los catrachos, tras poner en la cima del Monte Everest la bandera cinco estrellas, convirtiéndose así en el primer compatriota en llegar al punto más alto del mundo.

La noticia se hizo viral, a través de un mensaje satelital enviado por el catracho, en el que indicaba que se encontraba en el punto más alto del mundo, el Monte Everest.

“Hola Honduras. Desde el punto más alto del mundo, la cumbre del Monte Everest, dedicada con mucho amor para mi bello país. Honduras en las alturas”, se lee en el mensaje.

Por primera vez la bandera de Honduras brilló desde la superficie más alta del planeta, gracias a la disciplina y valentía de Ronald Quintero.

El catracho demostró que todo este tiempo de preparación en el alpinismo, sometiéndose a entrenamientos rigurosos en Nepal, bajo temperaturas gélidas, rindieron sus frutos hoy.

Quintero nació en Camasca, Intibucá, pero desde los 16 años residió en Berkeley, EEUU, venció el reto más grande de su vida, los más de ocho mil 849 metros de altitud del Everest.

Conociendo a los peligros que se enfrentaría, y contando con una gran experiencia, pues Quintero ya había escalado cuatro montañas anteriormente, llevó una dieta muy rigurosa con hidratación permanente.

El ascenso a la cima del Monte, le llevó 17 días, haciendo su primera parada en una de las bases de la montaña, para realizar la respectiva adaptación física, pues sus pulmones debían prepararse para la máxima altura."
389,389,https://elmundo.hn/hospitales-capitalinos-continuan-reportando-muertes-por-covid-19/,honduras,elmundo,Hospitales capitalinos continúan reportando muertes por Covid-19,2022-07-18,"Tegucigalpa – Hospitales capitalinos reportaron que al menos tres pacientes fallecieron en las últimas horas por causa de la Covid-19, por lo que, hacen el llamado a la población a seguir tomando las medidas de bioseguridad.

Autoridades del Hospital Escuela de la capital, reportaron la muerte de una paciente de 26 años por Covid-19, quien no estaba vacunada contra la enfermedad.

Igualmente, se reportan 29 hospitalizaciones por causa del virus.

Asimismo, la portavoz del Instituto Hondureño de Seguridad Social (IHSS), Ana Barrientos, dio a conocer que un paciente con Covid falleció en las últimas horas, por lo que suman cuatro los decesos por causas del virus en este mes.

Este centro asistencial reporta 20 pacientes hospitalizados por causa de la Covid-19, entre ellos cuatro menores.

En el presente año suman 67 los decesos por causa del virus, entre ellos 53 hombres y 14 mujeres.

Por su parte, en el Instituto Nacional Cardiopulmonar (INCP), más conocido como El Tórax, se reportó este lunes también un deceso por causa del coronavirus.

Se trata de una fémina de 74 años, procedente de San Lucas, El Paraíso, quien tenía tres dosis de la vacuna y con dos enfermedades base.

El centro asistencial cuenta con ocho hospitalizaciones de las cuales cuatro están estables, dos graves y dos críticos."
390,390,https://elmundo.hn/hanesbrands-lidera-esfuerzos-energeticos-dentro-de-la-industria-textil-y-confeccion-mundial/,honduras,elmundo,HanesBrands lidera esfuerzos energéticos dentro de la industria textil y confección mundial,2022-06-21,"Carolina del Norte – El compromiso de HanesBrands para proteger el planeta se mantuvo firme durante el año 2021. Este compromiso, le ha valido a la compañía agenciarse por treceavo año consecutivo el premio a la Excelencia Sostenida / Socio del Año entregado por la Agencia de Protección Ambiental de los Estados Unidos, EPA. Un reconocimiento que certifica el progreso continuo en materia de sostenibilidad ambiental de la compañía.

“La sustentabilidad está entretejida en la estructura de nuestros productos y es una parte esencial del ADN de nuestra empresa”, dijo Chris Fox, oficial global de sostenibilidad. “Creemos que es nuestra responsabilidad impulsar comportamientos y acciones que protejan este lugar que llamamos hogar, y este nuevo reconocimiento es una prueba que nuestro compromiso por crear un mundo más cómodo para todos es firme”, agregó

Chris Fox. Director de Sustentabilidad HanesBrands

HanesBrands fue reconocida por la EPA debido a su reducción en el uso general de energía dentro de sus procesos de producción y a una mayor utilización de fuentes renovables durante el 2021. Este reconocimiento se enmarca en uno de los tres pilares de la estrategia de sostenibilidad 2030 lanzada por la compañía hace dos años, específicamente en el pilar identificado como Planeta.

Dentro del pilar identificado como Planeta, Hanes proyecta para el año 2030, reducir las emisiones de gases de efecto invernadero en al menos 50% (Alcance 1 y 2), disminuir el uso del agua un 25%, utilizar 100% electricidad renovables en las operaciones propias, así como eliminar los desechos que van al relleno sanitario y establecer metas para la reducción de emisiones establecidas ​​en los parámetros de la Iniciativa de Objetivos Basados en la Ciencia (SBTi en inglés).

«Hemos mejorado la eficiencia del uso de energía en nuestras plantas de Honduras a través de la utilización de energías renovables”, señaló Orlando Corredor, director de operaciones de HanesBrands Honduras.

HanesBrands se ha convertido así en la única empresa en la industria textil y confección, que ha logrado alcanzar los reconocimientos en la categoría de Excelencia Sostenida durante los 30 años de historia del programa Energy Star de la EPA en Estados Unidos.

Cada año, el programa ENERGY STAR honra a las empresas y organizaciones que han realizado contribuciones sobresalientes para proteger el medio ambiente a través de logros energéticos superiores.

Los ganadores del premio ENERGY STAR lideran sus industrias en la producción, venta y adopción de productos, hogares, edificios, servicios y estrategias de eficiencia energética. Estos esfuerzos son esenciales para combatir la crisis climática y proteger la salud pública."
391,391,https://elmundo.hn/identifican-sexta-victima-hondurena-de-la-tragedia-migratoria-en-san-antonio-texas/,honduras,elmundo,"Identifican sexta víctima hondureña de la tragedia migratoria en San Antonio, Texas",2022-07-02,"San Antonio. – El vicecanciller hondureño, Antonio García, confirmó este viernes que se identificó una sexta víctima hondureña entre los 53 migrantes que fallecieron asfixiados en un contenedor en San Antonio, Texas, sur de Estados Unidos.

El diplomático informó que la oficina de la morgue de San Antonio, Texas, confirmó la nacionalidad de una persona más y corresponde a un connacional.

Según se conoció, la víctima identificada es Belkis Esmeralda Anaríba Cáceres, era originaria del municipio de Victoria, departamento de Yoro, norte de Honduras.

García manifestó que ya se realizó la respectiva comunicación con la familia de la sexta víctima de nacionalidad hondureña.

Aunque el gobierno de México ha identificado 14 víctimas de nacionalidad hondureña, su par de Honduras hasta ahora habla de seis, aunque la cifra puede seguir incrementando a medida se realizan los trabajos de identificación.

El funcionario adelantó que ya se trabaja en la segunda etapa de la misión que es ayudar en los procesos de repatriación de los cuerpos de migrantes hondureños.

El vicecanciller se encuentra en esa ciudad de San Antonio, Texas como enviado de la presidenta Xiomara Castro para integrar un grupo de trabajo en conjunto con Estados Unidos, México y Guatemala, para atender la tragedia.

Fue el pasado lunes 27 de junio que encontraron un tráiler con unas 70 personas hacinadas, de las cuales unas 53 murieron, producto asfixia, así como del golpe de calor, entre ellos, 14 migrantes hondureños."
392,392,https://elmundo.hn/mas-de-10-hospitales-hondurenos-no-reportan-fallecimientos-por-covid-19/,honduras,elmundo,Más de 10 hospitales hondureños no reportan fallecimientos por Covid-19,2022-05-17,"Tegucigalpa – La Secretaría de Salud (Sesal), informó este martes que los casos por hospitalizaciones y muertes por coronavirus siguen descendiendo en el país, gracias a la aplicación de primeras, segundas, terceras dosis, primer refuerzo y segundo refuerzo de vacuna contra el Covid-19.

Los hospitales que registran cero muertes en ingresos por esta enfermedad son el San Felipe, Roberto Suazo Córdoba, Juan Manuel Gálvez, Santa Teresa, Mario Catarino Rivas, Leonardo Martínez, Hospital de Puerto Cortés, El Progreso, Aníbal Murillo, San Isidro, Santa Bárbara Integrado y Gabriela Alvarado.

Entre compras y donaciones, Honduras ya ha recibido más de 14.7 millones de dosis de vacunas contra el Covid-19, para seguir inmunizando a la población contra esta enfermedad.

De igual forma, en el país se han aplicado más de 13.5 millones de dosis contra el virus, de esta cantidad, seis millones 38 mil 394 son primeras dosis, cinco millones 75 mil 245 segundas, dos millones 443 mil 125 tercera y primer refuerzo, mientras 23 mil 982 dosis corresponden al segundo refuerzo.

Las regiones sanitarias que registran mayor cobertura en vacunación son la Metropolitana del Distrito Central, Cortés, Metropolitana de San Pedro Sula, Yoro, El Paraíso y Atlántida, entre otras.

El llamado a la población es para que continúe acudiendo a los puestos de vacunación habilitados a nivel nacional, ya que al inocularse contra el Covid-19 se están protegiendo de las formas graves de la enfermedad."
393,393,https://elmundo.hn/identificadas-cuatro-de-las-victimas-de-la-masacre-en-lomas-del-carmen-san-pedro-sula/,honduras,elmundo,"Identificadas cuatro de las víctimas de la masacre en Lomas del Carmen, San Pedro Sula",2022-06-27,"San Pedro Sula – Este domingo inició sangriento en Honduras, cuando se reportó en horas de la mañana una nueva masacre que dejó como saldo cinco víctimas en el sector de Lomas del Carmen, San Pedro Sula, departamento de Cortés.

Los ahora occisos fueron identificados preliminarmente como José Ordóñez, Marvin Martínez, Roger Jafet, Sergio Reyes y el quinto aún permanece sin identidad.

Esta masacre se habría suscitado durante una fiesta de cumpleaños de uno de los fallecidos cuando ya estaba por culminar en horas de la madrugada; los hombres estaban departiendo frente a una casa.

Posteriormente, varios sujetos fuertemente armados llegaron hasta donde estaban y dispararon contra los jóvenes hasta quitarles la vida.

Cuatro de ellos fallecieron en Lomas del Carmen, mientras que el quinto fue declarado muerto cuando estaba siendo trasladado hasta al hospital Mario Catarino Rivas."
394,394,https://elmundo.hn/gerente-de-la-enee-descarta-apagones-en-el-suministro-electrico/,honduras,elmundo,Gerente de la ENEE descarta «apagones» en el suministro eléctrico,2022-04-07,"Tegucigalpa – Para tranquilidad de la población hondureña, el titular de la Empresa Nacional de Energía Eléctrica (ENEE) Erick Tejada, descartó el rumor que corre entre la opinión pública en torno a posibles “apagones” en el servicio de energía.

“Por los momentos no hay peligro de apagones, evidentemente la producción hídrica durante el verano disminuye y genera algún riesgo, pero por ahora tenemos la situación controlada y esperamos que siga siendo así”, señaló Tejada.

El titular de la estatal eléctrica informó que “según los técnicos que tenemos en la ENEE es probable que haya algún déficit de energía pero que no será tan significativo, eso dependerá mucho de cómo se desarrolle el verano”.

Tejada llamó a la población a no que caer en alarmismo, “la información que yo tengo es que por lo menos este 2022 no se espera algo dramático, a menos que las condiciones del clima sean implacables, de lo contrario; es probable que haya un déficit en algunas horas, pero no va a ser algo pronunciado ni de forma tan grave”, advirtió.

Las autoridades del gobierno instan a la población a hacer un uso eficiente de la energía, sobre todo en las horas de mayor demanda que van de 11:00 a.m. a 12:00 p.m. y por la noche de 6:00 a 8:00 p.m.

Ciudad de Tegucigalpa

Lo dijo

“Por los momentos no hay peligro de apagones, evidentemente la producción hídrica durante el verano disminuye y genera algún riesgo, pero por ahora tenemos la situación controlada”, Erick Tejada, gerente de la ENEE.

Entérese

Según el Operador del Sistema (ODS) la disponibilidad actual de energía en el Sistema Interconectado Nacional (SIN) para cubrir la demanda, oscila entre 1,750 y 1,830 megavatios."
395,395,https://elmundo.hn/inician-proceso-de-repatriacion-tras-tragedia-que-dejo-cuatro-hondurenos-muertos-en-vagon-en-mexico/,honduras,elmundo,Inician proceso de repatriación tras tragedia que dejó cuatro hondureños muertos en vagón en México,2022-05-20,"Tegucigalpa. – El director de Protección del Migrante, Wilson Paz, confirmó este jueves que son cuatro los hondureños que murieron en un vagón de tren en el sector de Piedras Negras, Coahuila en México.

“Desde el día martes por la tarde noche tenemos información del fallecimiento de las cinco personas que murieron en el vagón del tren, cuatro son de origen hondureño, tres del departamento de Olancho y 1 de Choluteca”, aseveró.

Los nombres de los fallecidos son: Erick Iván Amador Espino, originario de Choluteca, Jaime Isaí Puerto Solís, Raúl Orlando Zelaya Puerto y Selvin Rolando Garrido Solís, estos últimos 3 originarios de Olancho y las edades oscilan entre los 25 y 35 años.

Hasta la fecha, no se sabe exactamente cuál fue el motivo de los hechos, se presume que la causa de muerte está una posible deshidratación severa por golpe de calor.

De acuerdo con reportes de prensa, personal de seguridad de la empresa Ferromex encontró los cuerpos al ver “un pie que salía de uno de los vagones de la locomotora en marcha y con destino al Estado de México, procedente de Estados Unidos”.

Sin embargo, las autoridades deberán brindar un informe forense en el que se precise la causa del deceso.

Reiteró que la Cancillería inició con la repatriación de los cuatro hondureños, una vez que las familias se pongan en contacto con dicho ente para tengan un último adiós digno en Honduras.

Actualmente, se ha procedido a tomar los padrones con los que cuenta el Registro Nacional de las Personas (RNP) sobre huellas dactilares para proceder a comparar con la macrodáctila con la que cuenta Medicina Forense del gobierno de México, explicó.

Ese procedimiento para confirmar que los cuerpos corresponden a las identidades de los ciudadanos hondureños encontradas en el vagón del tren.

Después de la confirmación se debe proceder a una solicitud de repatriación por parte de los familiares, para luego proceder a repatriar los cuerpos en un vuelo comercial o en el avión presidencial de Honduras, refirió Paz.

Todo el proceso se puede extender a tres semanas, advirtió al tiempo que externó que como autoridades hacen todo lo humanamente posible."
396,396,https://elmundo.hn/herlinda-bobadilla-sera-extraditada-a-eeuu-el-proximo-martes/,honduras,elmundo,Herlinda Bobadilla será extraditada a EEUU el próximo martes,2022-07-20,"Tegucigalpa. – El director nacional de Fuerzas Especiales de la Policía Nacional, comisionado Miguel Pérez Suazo, informó este miércoles que el próximo 26 de julio se llevará a cabo el proceso de extradición de Herlinda Bobadilla, acusada de delitos de narcotráfico en Estados Unidos.

En ese sentido, Pérez Suazo, brindó los detalles de la extradición confirmando que la misma está programada para el martes 26 de julio a las 6:15 de la mañana.

Un juez natural concedió la solicitud de extradición presentada por la Corte de del Distrito Este de Virginia, EEUU, para la matriarca del clan Montes Bobadilla, luego que ella misma decidiera allanarse a la solicitud del Estado requirente.

El comisionado Pérez Suazo, dio a conocer que ya se han dado todos los acercamientos con agentes de la DEA, y se ha previsto hora y fecha para la extradición de la imputada.

“Se emplearán los mismos dispositivos de seguridad que se han acostumbrado en los operativos de las 31 extradiciones que se han ejecutado; con esta serían 32 las extradiciones que estaríamos desarrollando”, señaló.

De igual forma, indicó que para la entrega de Bobadilla se desplegarán alrededor de 70 efectivos para la operación policial en coordinación con la DEA.

Puntualizó que se ultiman todos los detalles para su salida (Herlinda Bobadilla), agotando todos los recursos administrativos y el papeleo como exámenes médicos y pasaporte.

Estados Unidos acusa a Herlinda Bobadilla de liderar la organización del narcotráfico conocida como cártel Montes Bobadilla junto a sus hijos Tito Montes Bobadilla y Juan Carlos Montes Bobadilla, también requeridos por Estados Unidos.

Fuerzas de seguridad capturaron a la extraditable el 15 de mayo de 2022 durante operación en un sector montañoso de Trujillo, en el departamento de Colón, Caribe del país.

Durante la detención de Bobadilla se produjo un enfrentamiento entre supuestos narcotraficantes y policías, en el que murió uno de sus hijos, Tito Montes, mientras que el segundo, Juan Carlos, huyó y sigue prófugo.

Un mes después de su captura, un juez de primera instancia de la Corte Suprema de Justicia (CSJ) concedió la solicitud de extradición a Estados Unidos.

Estados Unidos ofrecía una recompensa de cinco millones de dólares a quien diera información que diera con la captura de Herlinda. La misma cantidad pagaría por cada uno de sus hijos, Tito (muerto) y Juan Carlos (prófugo) por quien se mantiene la oferta de pago."
397,397,https://elmundo.hn/arresto-domiciliario-para-el-cholo-houston-el-juicio-continua-su-curso/,honduras,elmundo,Arresto domiciliario para el “Cholo Houston”; “el juicio continúa su curso”,2022-04-28,"Tegucigalpa – El Tribunal de Sentencia en Materia de Extorsión otorgó este martes arresto domiciliario para Carlos Alberto Álvarez, supuesto miembro de la Mara Salvatrucha conocido con el alias de el “Cholo Houston” quien enfrenta un proceso judicial por lavado de activos y otros delitos.

De acuerdo a la portavoz de los juzgados, Bárbara Castillo, la Corte de Apelaciones en Materia de Extorsión en la causa instruida contra el “Cholo Houston” y seis personas más y según esa instancia judicial se venció la medida que mantenía en la cárcel al acusado.

En ese sentido, ordenan que se la cambie la orden de prisión preventiva y por unanimidad de votos decidieron otorgarle arresto domiciliario.

Al “Cholo Houston” lo consideran un cabecilla de la Mara Salvatrucha (MS-13) y está siendo acusado por delitos relacionados al lavado de activos, asociación ilícita, portación ilegal de armas y extorsión.

A Álvarez y a su esposa, Lizeth Claros, se les dio detención el pasado 29 de agosto de 2019 en posesión de más de seis millones de lempiras, joyas, armas y una colección de carros de lujo, como otros indicios “relacionados a delitos graves”."
398,398,https://elmundo.hn/el-18-de-julio-sera-primera-audiencia-para-implicados-en-caso-red-de-corrupcion-en-el-congreso-nacional/,honduras,elmundo,El 18 de julio será primera audiencia para implicados en caso “red de corrupción” en el Congreso Nacional,2022-06-30,"Tegucigalpa. – La magistrada Reina Auxiliadora Hércules, designada para conocer el caso “red de corrupción” en el Congreso Nacional, fijó para el lunes 18 de julio la audiencia de declaración de imputados contras los 14 implicados en presuntas operaciones fraudulentas en colusión con dos Organizaciones No Gubernamental (ONG).

La Uferco presentó requerimiento fiscal por los delitos de fraude, lavado de activos, malversación de caudales públicos, uso de documentos públicos falsos, y encubrimiento por receptación agravado, en contra del actual diputado Alberto Chedrani Castañeda, y los exparlamentarios José Oswaldo Ramos Soto, Ricardo Antonio Díaz Aceituno, José Vicente León Rojas y Rodimiro Mejía Merino.

Conforme a las investigaciones efectuadas en el periodo comprendido entre 2013-2017, se les vincula con operaciones fraudulentas y saqueo de fondos del Congreso Nacional, en colusión con las ONG Líderes Comunitarios para el Desarrollo (Olicode) e Impulso Solidario (Oimso).

Asimismo, se señalan como responsables de estos delitos a Dalla Esmeralda Palma Sánchez y Ramón Eduardo Núñez -presidenta y contador de Olicode, respectivamente, asimismo, José Wilfredo Flamenco Ramírez y Marvin Alexis Sabillón Rivera -presidente y contador de Oimso; Mirna Lizeth Ham Guzmán, José Jorge Cásula Laínez, Fabio Javier Rodríguez Lagos, Nahún Orlando Osorto Guevara y Abner Flores Montoya, estos últimos encargados de recibir y cambiar cheques emitidos a su nombre.

Los involucrados se habrían coludido para crear ONG que ejecutarían 46 proyectos de microempresas y generación de empleo en los departamentos de Francisco Morazán, Cortés y Copán, pero al final, solo ejecutaron el 5 por ciento y desviaron 18 millones 950 mil lempiras entre los años 2013 y 2017 para gastos personales y campañas políticas."
399,399,https://elmundo.hn/extraditado-juan-carlos-el-tigre-bonilla-a-eeuu/,honduras,elmundo,Extraditado Juan Carlos “El Tigre” Bonilla a EEUU,2022-05-11,"Tegucigalpa – El exjefe de la Policía Nacional, Juan Carlos “El Tigre” Bonilla, fue extraditado este martes a Estados Unidos, solicitado por ese país por delitos ligados al narcotráfico.

Desde tempranas horas unos 150 agentes policiales llegaron hasta el Primer Batallón de Infantería desde donde fue trasladado Bonilla para su entrega a agentes de la DEA en la Base Aérea Hernán Acosta Mejía, en la capital de Honduras.

Patrullas y camionetas blindadas formaron parte del contingente policial para el resguardo de “El Tigre” Bonilla, quien fue solicitado en extradición por Estados Unidos y enfrentará un juicio en la Corte del Distrito Sur de Nueva York.

En la Operación Libertad también participaron miembros de la Dirección Nacional de Fuerzas Especiales (DNFE), quienes también estuvieron presentes en el proceso de extradición del expresidente Juan Orlando Hernández.

La Policía Nacional detalló a la población en un comunicado, que, en cumplimiento de instrucciones emitidas a la Dirección General por parte de la Secretaría de Seguridad, se realizó el protocolo de extradición del ciudadano Juan Carlos Bonilla Valladares (alias el Tigre) dentro del marco de la “Operación Liberación”.

La acción policial inició con la detención del antes mencionado el 09 de marzo de este año en la carretera CA-5 que conduce de Tegucigalpa a Comayagua a la altura de la aldea de Zambrano, esto tras solicitud de extradición por parte de Estados Unidos por supuestos vínculos con el narcotráfico.

El exdirector de la institución policial fue detenido por miembros de la Policía Nacional bajo altas medidas de seguridad, y “en todo momento durante su arresto se hizo uso del manual de las reglas mínimas para los detenidos conocidos como las Reglas Mandela, reconociendo los principios fundamentales los cuales se aplicaron de forma imparcial sin discriminación alguna y haciendo observancia de las garantías a su seguridad personal”, aseguró.

Este arresto provisional fue solicitado mediante nota verbal No. 312- 2021, suscrita por el Juez de Extradición de primera instancia y el respectivo secretario general.

La Fiscalía del Distrito Sur de Nueva York relaciona al general Juan Carlos Bonilla en tres cargos, entre ellos: violar la ley y supervisar el envío de múltiples toneladas de cocaína hacia Estados Unidos, además, el uso de ametralladoras y otras armas; participar en violencia extrema, incluyendo el asesinato de un traficante rival, para impulsar la conspiración.

Juan Carlos Bonilla se une a una lista de más de 30 ciudadanos hondureños que han sido extraditados hacia los Estados Unidos.

“La República de Honduras, ha asumido el compromiso de dar cumplimiento a la extradición de cualquier persona que sea solicitado en extradición”, señala en el escrito la Policía.

“De esta forma la Policía Nacional una vez más reafirma la disposición de ejecutar mandatos y decisiones legales emitidas por las autoridades competentes, velar por la conservación del orden; la prevención, disuasión y control de los delitos, proteger la seguridad de las personas, su vida y su integridad física, realizando acciones institucionales y sociales tendientes a resguardar y garantizar plena y efectivamente las libertades y derechos de las personas, a través de la prevención, conjuración de investigación de los delitos y los hechos vulneratorios del orden público”, añadió.

Las autoridades destacaron el trabajo conjunto entre agentes de la Policía Nacional de Honduras, la DEA y la Sección de Asuntos contra el Narcotráfico y Aplicación de la Ley (INL) para la colaboración eficaz y el buen resultado de las operaciones conjuntas."
400,400,https://elmundo.hn/la-lectura-de-cargos-del-expresidente-juan-orlando-hernandez-sera-el-10-de-mayo/,honduras,elmundo,La lectura de cargos del expresidente Juan Orlando Hernández será el 10 de mayo,2022-04-23,"New York – El comienzo del proceso judicial del expresidente en Estados Unidos se ha dado con la presentación del imputado ante el juez Stewart Aaron, por señalamientos de narcotráfico y uso de armas.

Matthew Russell Lee conocido en redes sociales como Inner City Press, fue el encargado de informar sobre esta misma comparecencia minuto a minuto describiendo todo lo que iba sucediendo, incluido el hecho de que el próximo 10 de mayo se le leerán los cargos.

Relató el encuentro virtual, en el que, Hernández utilizó una mascarilla viendo a través de una ventana. En la pantalla solamente se podía ver al juez Aaron y el exmandatario. Como trámite previo se verificó si podía escucharse bien, puesto a que fue totalmente virtual.

Posteriormente, se dio un inicio oficial al desarrollo. “Sr. Orlando Hernández, usted está acusado de ciertos delitos… Tiene derecho a guardar silencio. Tenemos que notificar a su país que ha sido arrestado”, expresó Aaron, según Inner City Press.

A su vez, le explicó que un gran jurado “emitió una acusación en su contra por importación de cocaína, posesión de ametralladoras”. Y que desde 2004 hasta 2022 que presuntamente participó en una organización narcotraficante.

Se dio a conocer que hay una lectura de cargos el 10 de mayo a las 11:00 de la mañana ante el Juez Kevin Castel, mismo que dictó cadena perpetua más 30 años al hermano del exjefe de Estado, Juan Antonio Hernández. Para finalizar el juez Aaron levantó la sesión."
401,401,https://elmundo.hn/unitec-y-huawei-firman-importante-convenio-para-la-realizacion-de-practicas-y-capacitaciones/,honduras,elmundo,Unitec y Huawei firman importante convenio para la realización de prácticas y capacitaciones,2022-04-08,"Tegucigalpa – La Universidad Tecnológica Centroamericana (Unitec), y la multinacional de telecomunicaciones Huawei, firmaron en las últimas horas un convenio colaborativo, con el objetivo de desarrollar programas de capacitaciones, certificaciones y prácticas profesionales para promover el desarrollo profesional de los estudiantes.

La suscripción del convenio se realizó en el campus Unitec Tegucigalpa, destacando la importancia de unir esfuerzos y establecer compromisos que conlleven al intercambio de conocimientos y la capacitación técnica en las áreas de telecomunicaciones e informática.

Mediante el convenio se podrán impartir cursos de nivel técnico de las distintas soluciones, programas de acreditación, desarrollo de cursos de capacitación, entrenamiento en las áreas de telecomunicaciones e informática, sobre las soluciones y programas de certificación también la apertura de espacios para la realización de pasantías, prácticas profesionales para estudiantes de carreras afines de Unitec, a fin de reforzar la formación académica mediante el desarrollo y aplicación de conocimientos teóricos en un ambiente profesional.

Huawei como una empresa líder mundial de infraestructuras de tecnologías de la información y la comunicación (TIC) y de dispositivos inteligentes, brindará la oportunidad para que estudiantes de las diversas carreras que se imparten en la universidad realicen sus prácticas profesionales potencializando su formación académica y enriqueciendo la propuesta curricular de los estudios que cursan.

El rector de Unitec, Marlon Brevé, manifestó que “para Unitec es una gran satisfacción, asegurar, a través de esta importante alianza, la oportunidad de que nuestros estudiantes puedan realizar pasantías y prácticas profesionales en empresas altamente competitivas, que aporten significativamente en el crecimiento profesional e integral de los futuros profesionales que liderarán el desarrollo del país”.

Por su parte, Li Peng, Country Manager de Huawei, expresó “Nos sentimos sumamente orgullosos en seguir fortaleciendo alianzas estratégicas en pro de los jóvenes que buscan seguir adquiriendo nuevo aprendizaje tecnológico, somos conscientes que las herramientas tecnológicas son muy fundamentales para su crecimiento profesional como personal”.

Unitec continúa fortaleciendo alianzas con empresas e instituciones líderes en los diferentes rubros para continuar brindando una experiencia de aprendizaje competitiva para formar profesionales que aporten soluciones innovadoras y pertinentes a las necesidades de la sociedad."
402,402,https://elmundo.hn/alcalde-sampedrano-cancela-contrato-a-banda-de-feria-juniana-por-actos-indecorosos/,honduras,elmundo,Alcalde sampedrano cancela contrato a banda de Feria Juniana por actos indecorosos,2022-06-09,"San Pedro Sula. – Tras los recientes bailes indecorosos, el alcalde de San Pedro Sula, Roberto Contreras, solicitó este miércoles al comité de la Feria Juniana retirar el contrato a la Banda Ibanez “por atentar contra la moral y las buenas costumbres”.

En los últimos días un video se hizo rápidamente viral por sus explicitas imágenes, la banda musical subió a una joven al escenario y posteriormente realizó un baile “vulgar” en plena Feria Juniana.

La Banda Ibanez, formaba parte de la agenda oficial de la feria, sin embargo, su contrato terminó tras el polémico acto.

El video difundido a través de diferentes plataformas, demuestra como en una presentación del grupo musical, personas suben al escenario para “bailar” de manera “inadecuada”.

Miles de comentarios se divulgaron ante las explícitas imágenes, ciudadanos aseguraron que “no tenían vergüenza” al hacer esas demostraciones delante de menores de edad que asistieron al evento."
403,403,https://elmundo.hn/nueva-masacre-deja-tres-muertos-en-playas-de-puerto-cortes/,honduras,elmundo,Nueva masacre deja tres muertos en playas de Puerto Cortés,2022-07-18,"Puerto Cortés – Tres personas fueron asesinadas la madrugada de este domingo en la comunidad garífuna La Travesía del municipio de Puerto Cortés, en el departamento de Cortés, zona norte de Honduras.

Según reportes, se trata de dos hombres y una mujer en estado de embarazo, quienes fueron ultimados a balazos en horas de la madrugada de domingo en el sector de la playa de la comunidad.

Los ahora occisos respondían a los nombres de Juan Carlos Cruz Oviedo, Mardin Giselle Espinal Flores y Junior Geovany Sánchez Alvarenga.

Al par de los cuerpos se encontró una motocicleta en la que presumen que se conducían los dos hombres.

Agentes de la Policía Nacional acordonaron la escena del crimen, a la espera de Medicina Forense para el levantamiento de los cadáveres y trasladarlos a la morgue de San Pedro Sula y posteriormente entregarlos a sus familiares.

Hasta ahora, según registros, se han reportado al menos 25 muertes múltiples que han dejado unas 95 personas fallecidas.

Enero es el mes que más masacres ha registrado en lo que va de 2022 con seis, aunque julio podría superarlo, ya que, con 17 días transcurridos ya registra también seis masacres. Esto significa que cada dos días ha ocurrido una matanza.

Abril se convirtió en el tercer mes con más muertes múltiples, ya que registró cuatro casos. En febrero y mayo hubo seis incidentes, tres en cada mes. Asimismo, hubo dos casos en junio y uno en marzo, donde murieron tres personas."
404,404,https://elmundo.hn/llueve-sobre-mojado-nueva-onda-tropical-con-abundante-lluvia-entrara-a-honduras-desde-este-viernes/,honduras,elmundo,Llueve sobre mojado: Nueva onda tropical con abundante lluvia entrará a Honduras desde este viernes,2022-06-23,"Tegucigalpa. – El pronosticador del Centro de Estudios Atmosféricos, Oceanográficos y Sísmicos (Cenaos), de la Comisión Permanente de Contingencias (Copeco), Walter Aguilar, anunció el ingreso de una nueva onda tropical que dejará intensas lluvias en el territorio nacional a partir del próximo viernes.

En ese sentido, Aguilar anunció que la misma ingresará por el departamento de Gracias a Dios, afectado actualmente por las inundaciones, y se desplazará por el occidente de Honduras, las lluvias se registrarán en casi todo el país.

El experto detalló que, de igual forma, este jueves se continuará con la entrada de humedad, del mar Caribe y océano Pacífico, generando precipitaciones de débiles a fuertes, pero para el viernes la situación empeora.

“Para el viernes, hay que poner mucha atención sobre todo en el departamento de Gracias Dios, porque el viernes ingresará una Onda Tropical, precisamente por ese lado de La Mosquitia y va a generar mucha lluvia”, advirtió.

Los acumulados de lluvia desde la mañana del viernes en La Mosquitia y zonas aledañas serán de 20 a 30 milímetros.

“Las lluvias serán fuertes en todo el territorio nacional, pero el énfasis es en Gracias a Dios, y se deberán tomar todas las precauciones tomando en cuenta que esa zona ya se encuentra con muchas emergencias por inundaciones”, advirtió el meteorólogo."
